Compound Score,Date,Media,Negative Score,Neutral Score,Positive Score,Tweet Ago,Tweet text
0.0,Thu Mar 22 17:09:31 +0000 2018,@CBSNews,0.0,1.0,0.0,2,"NEW: House passes $1.3 trillion omnibus spending bill, 256-167; bill now heads to Senate https://t.co/OwPaBWa4lh https://t.co/YPOiI3a3BF"
-0.4019,Thu Mar 22 17:03:13 +0000 2018,@CBSNews,0.153,0.847,0.0,2,"WATCH: President Trump, ignoring reporters' shouted questions, signs memorandum ordering new tariffs on Chinese imp… https://t.co/SzTyACLNw7"
0.0,Thu Mar 22 16:55:35 +0000 2018,@CBSNews,0.0,1.0,0.0,2,"""We have spoken to China and we are in the midst of a very large negotiation. We will see where it takes us. In the… https://t.co/5Lxcnw5syg"
0.0,Thu Mar 22 16:52:45 +0000 2018,@CBSNews,0.0,1.0,0.0,2,"""I have been speaking with the highest Chinese representatives, including the president. I have asked them to reduc… https://t.co/mBqd0sSCJv"
-0.4019,Thu Mar 22 16:50:27 +0000 2018,@CBSNews,0.124,0.876,0.0,2,"""We have a trade deficit [with China], depending on the when you calculate, of $504 billion. Some people would say… https://t.co/3NnFKx3ACi"
0.0,Thu Mar 22 16:47:44 +0000 2018,@CBSNews,0.0,1.0,0.0,2,WATCH LIVE: President Trump announces new tariffs on China https://t.co/790g86Yhtp https://t.co/cvs3KPtBLQ
0.0772,Thu Mar 22 16:40:23 +0000 2018,@CBSNews,0.0,0.944,0.056,2,“We want the whole wall funded. You’ve heard the president say he wants $25 billion to finish the wall. We would lo… https://t.co/PXRMrjFjW5
0.0,Thu Mar 22 16:36:16 +0000 2018,@CBSNews,0.0,1.0,0.0,2,"OMB Director Mick Mulvaney on funding for border wall included in omnibus bill: ""Did we get everything we wanted wh… https://t.co/6BzCSMjqb9"
0.5423,Thu Mar 22 16:30:18 +0000 2018,@CBSNews,0.0,0.824,0.176,2,"“This is what a bill looks like when you have 60 votes in the Senate, when the Democrats get a chance to take their… https://t.co/AfwvZb9ozX"
0.0,Thu Mar 22 16:24:33 +0000 2018,@CBSNews,0.0,1.0,0.0,2,WATCH LIVE: White House holds press briefing ahead of expected vote on omnibus spending bill https://t.co/P5pozlphhi https://t.co/8NqCT9bD6T
-0.296,Thu Mar 22 16:21:32 +0000 2018,@CBSNews,0.104,0.896,0.0,2,NEW: President Trump is directing the office of the U.S. Trade Representative to impose an estimated $50 billion in… https://t.co/eAcPBXjFkY
-0.6369,Thu Mar 22 16:01:50 +0000 2018,@CBSNews,0.198,0.802,0.0,2,Sacramento police fatally shot unarmed man Stephon Clark in his grandparents' backyard. Body camera footage and aer… https://t.co/9intMfA52b
0.6486,Thu Mar 22 15:50:53 +0000 2018,@CBSNews,0.0,0.823,0.177,2,"""I don't know the content of that conversation but my thoughts about Putin and Russia are pretty darn clear,"" House… https://t.co/ixOvQ5KuU0"
0.1027,Thu Mar 22 15:46:02 +0000 2018,@CBSNews,0.11,0.762,0.129,2,"NEW: John Dowd, President Trump's lead lawyer for the special counsel probe, resigns from president's personal lega… https://t.co/OzFGJCwF3Y"
0.0,Thu Mar 22 15:43:09 +0000 2018,@CBSNews,0.0,1.0,0.0,2,WATCH LIVE: House Speaker Paul Ryan holds news conference as government spending bill deadline looms… https://t.co/9Hel4JsrfJ
0.0,Thu Mar 22 15:35:01 +0000 2018,@CBSNews,0.0,1.0,0.0,2,.@WIRED editor-in-chief and CBS News contributor @nxthompson spoke with Facebook CEO Mark Zuckerberg Wednesday nigh… https://t.co/JRpUdQWNEp
0.34,Thu Mar 22 15:21:02 +0000 2018,@CBSNews,0.175,0.597,0.228,2,Justice Sonia Sotomayor instructed to avoid website of one of the parties involved in an argument before the Suprem… https://t.co/0eAcNguonZ
0.1779,Thu Mar 22 15:05:07 +0000 2018,@CBSNews,0.0,0.892,0.108,2,"NEW: House adopts procedural rule for omnibus spending bill, 211-207; final vote expected Thursday afternoon"
-0.1531,Thu Mar 22 15:00:03 +0000 2018,@CBSNews,0.068,0.932,0.0,2,The U.N.'s World Water Day is making waves as a new report says that 40% of the world's population is affected by w… https://t.co/PC1iAARKbL
-0.3818,Thu Mar 22 14:45:01 +0000 2018,@CBSNews,0.207,0.691,0.102,2,"A target in a bizarre murder-for-hire plot broke her silence in court, describing what it was like to pose for phot… https://t.co/awOjJdYUOY"
0.0,Thu Mar 22 14:30:01 +0000 2018,@CBSNews,0.0,1.0,0.0,2,"The CEO of the company that makes Bratz dolls wants to salvage Toys ""R"" Us -- he and other investors have already p… https://t.co/yeeVSnmZkc"
0.3818,Thu Mar 22 14:15:01 +0000 2018,@CBSNews,0.0,0.88,0.12,2,"When Stoneman Douglas students return from spring break, they'll be required to use clear backpacks and wear ID bad… https://t.co/LYSqOjw0gN"
0.0,Thu Mar 22 14:00:02 +0000 2018,@CBSNews,0.0,1.0,0.0,2,"Sen. John Kennedy calls Cambridge Analytica data mining the ""definition of creepy"" https://t.co/qlIheT3ndQ https://t.co/pged7Nc99m"
-0.1531,Thu Mar 22 13:59:58 +0000 2018,@CBSNews,0.082,0.918,0.0,2,"The school girls ""are released with the government saying there was no negotiated sum,"" @Debora_Patta says, but add… https://t.co/6rdeDy2nAS"
0.0,Thu Mar 22 13:55:29 +0000 2018,@CBSNews,0.0,1.0,0.0,2,.@Debora_Patta reports from South Africa on the release of Nigerian schoolgirls who were kidnapped by Boko Haram ex… https://t.co/B1yi9uctCz
-0.0516,Thu Mar 22 13:45:48 +0000 2018,@CBSNews,0.132,0.746,0.123,2,WATCH: Two officers saved a choking baby from a car parked in the middle of a busy intersection. Body camera footag… https://t.co/TjtbB6FCzX
-0.9225,Thu Mar 22 13:30:45 +0000 2018,@CBSNews,0.467,0.533,0.0,2,Police have released video from a self-driving Uber crash that killed a pedestrian. The fatality has raised questio… https://t.co/ugQ6iUCvyn
-0.7964,Thu Mar 22 13:20:19 +0000 2018,@CBSNews,0.31,0.69,0.0,2,"""I think the mass manipulation, the total chaos, the sewing of confusion, the sort-of plethora of bologna news -- I… https://t.co/RJy3fZmR4i"
0.0,Thu Mar 22 13:15:55 +0000 2018,@CBSNews,0.0,1.0,0.0,2,"""I think what will happen, over the next few months, there will be a lot of stuff"" Facebook will do in response to… https://t.co/a9q1Xaa4re"
-0.296,Thu Mar 22 13:06:38 +0000 2018,@CBSNews,0.099,0.901,0.0,2,"RT @CBSThisMorning: WATCH: @SenJohnKennedy says he wants to know how @Facebook is ""going to stop the Russians from interfering our midterm…"
0.0,Thu Mar 22 13:05:35 +0000 2018,@CBSNews,0.0,1.0,0.0,2,".@caitlinconant has been named CBS News political director, CBS News President David Rhodes announces:… https://t.co/1r7Cfrz6Aw"
0.0,Thu Mar 22 12:48:18 +0000 2018,@CBSNews,0.0,1.0,0.0,2,One of the largest subway construction projects in the U.S. is providing a window into Los Angeles' ancient past. L… https://t.co/PgfrbNm0O1
-0.5574,Thu Mar 22 12:40:01 +0000 2018,@CBSNews,0.205,0.795,0.0,2,"An Amherst College football player died during spring break in Mexico, college officials say:… https://t.co/LyLhfrVsFx"
-0.6369,Thu Mar 22 12:37:28 +0000 2018,@CBSNews,0.174,0.826,0.0,2,Lawmakers are calling on Facebook CEO Mark Zuckerberg to testify on Capitol Hill about the abuse of user data. Loui… https://t.co/rJNC7GXaBb
0.0,Thu Mar 22 12:34:50 +0000 2018,@CBSNews,0.0,1.0,0.0,2,Here’s a look at some of this morning’s headlines on @CBSThisMorning: https://t.co/s4ur9hCrYK
-0.3818,Thu Mar 22 12:25:42 +0000 2018,@CBSNews,0.216,0.678,0.106,2,A target in a bizarre murder-for-hire plot broke her silence in court. Meghan Verikas described what it was like to… https://t.co/yqwW7zEHkt
0.0,Thu Mar 22 12:20:01 +0000 2018,@CBSNews,0.0,1.0,0.0,2,"President Trump is expected to announce new tariffs and penalties against China on Thursday, and China is already e… https://t.co/3D34lhdc6m"
0.1531,Thu Mar 22 12:18:23 +0000 2018,@CBSNews,0.065,0.794,0.14,2,New research could explain the growing number of mumps cases among young adults. Scientists warn that shots may be… https://t.co/6NsxfMoUHC
0.0772,Thu Mar 22 12:09:45 +0000 2018,@CBSNews,0.0,0.942,0.058,2,"The number of days on the Legislative calendar is already shrinking. There are still 285 days left in the year, but… https://t.co/kQYZtXarLr"
0.3612,Thu Mar 22 12:06:20 +0000 2018,@CBSNews,0.0,0.884,0.116,2,China says it is ready to respond to Pres. Trump’s expected announcement today of new tariffs and penalties against… https://t.co/JoLv0sMtJm
0.296,Thu Mar 22 12:05:13 +0000 2018,@CBSNews,0.0,0.891,0.109,2,Facebook CEO Mark Zuckerberg says his company will alert users whose data was access by a political consulting firm… https://t.co/V9I3Y6DSJH
0.0,Thu Mar 22 12:05:03 +0000 2018,@CBSNews,0.0,1.0,0.0,2,"RT @CBSThisMorning: ""Your world in 90 seconds."" Watch this morning's Eye Opener: (Presented by @Toyota)  https://t.co/zjWGLjcllY https://t.…"
-0.802,Thu Mar 22 12:00:02 +0000 2018,@CBSNews,0.265,0.735,0.0,2,A new report shows thousands of children are injured or killed by furniture that tips over -- and the numbers are g… https://t.co/WpEksbSOOV
0.0,Thu Mar 22 11:52:35 +0000 2018,@CBSNews,0.0,1.0,0.0,2,Here’s a look at some of this morning’s headlines on @CBSThisMorning: https://t.co/SnKRpmJ5es
-0.802,Thu Mar 22 11:43:49 +0000 2018,@CBSNews,0.286,0.714,0.0,2,A report out this morning shows thousands of children are injured or killed by furniture that tips over. The Consum… https://t.co/At6mgOAFIr
-0.4767,Thu Mar 22 11:40:21 +0000 2018,@CBSNews,0.164,0.773,0.063,2,A new report discovered an increasing number of young children are hurt by furniture tipping over. Ahead on… https://t.co/OORXcrkBSM
-0.6597,Thu Mar 22 11:40:04 +0000 2018,@CBSNews,0.167,0.833,0.0,2,The FDA says reports of a rare and deadly cancer linked to breast implants are on the rise. The FDA says 9 people d… https://t.co/uR8xg6HUJy
-0.5106,Thu Mar 22 11:40:00 +0000 2018,@CBSNews,0.148,0.852,0.0,2,A video of an infant smoking set off outrage on social media that helped North Carolina authorities identify and ar… https://t.co/Rn8sQZOK0E
-0.4019,Thu Mar 22 11:34:36 +0000 2018,@CBSNews,0.137,0.863,0.0,2,"Police in Tempe, Arizona, released new video of the deadly crash involving a self-driving Uber SUV and a pedestrian… https://t.co/V8GdHFeEt0"
0.0,Thu Mar 22 11:34:07 +0000 2018,@CBSNews,0.0,1.0,0.0,2,"Here are three things you should know this morning:
1⃣McCabe investigated Sessions
2⃣@POTUS to hit China trade
3⃣As… https://t.co/JPsSG4FvpO"
0.3612,Thu Mar 22 11:21:41 +0000 2018,@CBSNews,0.0,0.872,0.128,2,The White House says President Trump supports the $1.3 trillion spending bill unveiled by congressional leaders. La… https://t.co/ZJWofhycZC
0.0,Thu Mar 22 11:20:53 +0000 2018,@CBSNews,0.0,1.0,0.0,2,Pres. Trump is defending his decision to congratulated Pres. Putin on his re-election. CBS News has learned Chief o… https://t.co/y9k4YVEVC2
-0.6808,Thu Mar 22 11:20:01 +0000 2018,@CBSNews,0.18,0.82,0.0,2,"President Trump lashes out at Joe Biden for wanting to ""beat the hell out of him,"" saying the former vice president… https://t.co/0cEnykNtP2"
0.0,Thu Mar 22 11:16:49 +0000 2018,@CBSNews,0.0,1.0,0.0,2,Police in California are investigating why two Sacramento officers shot at an unarmed black man 20 times -- and kil… https://t.co/S6cWv4kX3i
-0.128,Thu Mar 22 11:14:25 +0000 2018,@CBSNews,0.073,0.927,0.0,2,Tens of millions of people from Pennsylvania to Maine could face another tough commute Thursday as the fourth nor'e… https://t.co/K7zV8qsF3S
-0.7096,Thu Mar 22 11:11:58 +0000 2018,@CBSNews,0.258,0.742,0.0,2,"The man suspected of terrorizing Austin, Texas, with a series of bombings over nearly three weeks confessed in a 25… https://t.co/NGuOJvJXKB"
0.0,Thu Mar 22 11:11:21 +0000 2018,@CBSNews,0.0,1.0,0.0,2,"“[Facebook] was caught off guard in all kinds of ways...They were caught off guard by how the public responded,”… https://t.co/HClLu5A0iw"
0.0,Thu Mar 22 11:08:24 +0000 2018,@CBSNews,0.0,1.0,0.0,2,.@WIRED editor-in-chief and CBS News contributor @nxthompson spoke with Facebook CEO Mark Zuckerberg Wednesday nigh… https://t.co/tJ5EddLiSS
-0.0772,Thu Mar 22 11:05:27 +0000 2018,@CBSNews,0.064,0.936,0.0,2,Facebook CEO Mark Zuckerberg is apologizing after reports that the company mishandled the data of more than 50 mill… https://t.co/XJpZ5J1WJN
0.0,Thu Mar 22 11:00:01 +0000 2018,@CBSNews,0.0,1.0,0.0,2,Houston police are investigating after a man allegedly got into his car and plowed into a crowd of people outside a… https://t.co/5Rx9Fe6VY9
0.0,Thu Mar 22 10:55:20 +0000 2018,@CBSNews,0.0,1.0,0.0,2,RT @CBSThisMorning: Next on @CBSThisMorning... https://t.co/eBEWGeiD54
0.296,Thu Mar 22 10:45:01 +0000 2018,@CBSNews,0.0,0.896,0.104,2,"Dr. @DavidAgus will join @CBSThisMorning with what may be behind the recent mumps resurgence, and why the vaccine y… https://t.co/xfhCAbKJ0c"
0.0,Thu Mar 22 10:40:01 +0000 2018,@CBSNews,0.0,1.0,0.0,2,Could President Trump's tariffs on steel imports affect the price tag for his border wall? https://t.co/8mSwZWStXg https://t.co/NZnLG0qQiw
-0.7579,Thu Mar 22 23:34:44 +0000 2018,@CNN,0.228,0.772,0.0,3,"RT @CNNMoney: China's embassy in Washington says the country would fight a trade war with the US ""to the end"" and calls Trump's trade actio…"
-0.4588,Thu Mar 22 23:25:15 +0000 2018,@CNN,0.174,0.826,0.0,3,"President Donald Trump said former Vice President Joe Biden ""would go down fast and hard"" in a fight after Biden su… https://t.co/J8yE1TUgEP"
0.0,Thu Mar 22 23:16:06 +0000 2018,@CNN,0.0,1.0,0.0,3,Only 117 years 'til this asteroid (possibly) hits us | By Don Lincoln via @CNNOpinion https://t.co/KjqhVW4vEZ https://t.co/E8ndh7fj7W
-0.0516,Thu Mar 22 23:09:16 +0000 2018,@CNN,0.054,0.946,0.0,3,"Former White House chief strategist Steve Bannon said if White House chief of staff John Kelly were to leave, he do… https://t.co/ZJlOXOIuc6"
0.2023,Thu Mar 22 22:56:04 +0000 2018,@CNN,0.062,0.841,0.097,3,"""After we had been intimate, he tried to pay me."" Former Playboy model Karen McDougal shares details of an alleged… https://t.co/7K7KB5L8j0"
0.128,Thu Mar 22 22:50:15 +0000 2018,@CNN,0.094,0.788,0.118,3,President Trump's national security adviser H.R. McMaster is resigning. He'll be replaced by former UN Ambassador J… https://t.co/t4Rgr7hxdC
0.0,Thu Mar 22 22:46:03 +0000 2018,@CNN,0.0,1.0,0.0,3,"""China is not afraid of and will not recoil from a trade war,"" China's embassy in Washington said in a statement https://t.co/ojeKFlOYh6"
-0.1779,Thu Mar 22 22:41:04 +0000 2018,@CNN,0.138,0.756,0.107,3,"The FBI and Department of Homeland Security are investigating a ransomware attack on the city of Atlanta, city offi… https://t.co/KbAruv1Wb3"
0.128,Thu Mar 22 22:40:57 +0000 2018,@CNN,0.094,0.788,0.118,3,BREAKING: President Trump's national security adviser H.R. McMaster is resigning. He'll be replaced by former UN Am… https://t.co/3PQcIne1g5
-0.6597,Thu Mar 22 22:36:03 +0000 2018,@CNN,0.239,0.761,0.0,3,A former cancer patient is now a doctor at the hospital that helped her survive https://t.co/1F5JHggH8k https://t.co/cD94m14TsW
0.0,Thu Mar 22 22:31:03 +0000 2018,@CNN,0.0,1.0,0.0,3,"Ken Isaacs, the Trump administration pick to head the international organization that coordinates assistance to mig… https://t.co/1C921S9rmx"
0.4576,Thu Mar 22 22:26:05 +0000 2018,@CNN,0.0,0.786,0.214,3,The 13 most interesting lines from CNN's Mark Zuckerberg interview https://t.co/3Ufce7cxrI https://t.co/cq5YC1dayY
0.5719,Thu Mar 22 22:21:05 +0000 2018,@CNN,0.0,0.821,0.179,3,A new heroine is flying alongside Wonder Woman and Superman to pull Puerto Rico through hurricane Maria's aftermath… https://t.co/eqsGxvHmyT
-0.0772,Thu Mar 22 22:16:05 +0000 2018,@CNN,0.155,0.657,0.188,3,Some significant proposals championed by Education Secretary Betsy DeVos and President Donald Trump were rejected i… https://t.co/hoqv7DQ1qz
0.0,Thu Mar 22 22:11:06 +0000 2018,@CNN,0.0,1.0,0.0,3,These are the posters students will be carrying at the March for Our Lives https://t.co/vOSZaqKvld https://t.co/5u6iKIvMUm
0.5106,Thu Mar 22 22:06:04 +0000 2018,@CNN,0.0,0.852,0.148,3,Nigerian President Muhammadu Buhari has vowed to free the only Dapchi schoolgirl believed to still be in Boko Haram… https://t.co/6Eanm2ZsfR
-0.2023,Thu Mar 22 22:02:58 +0000 2018,@CNN,0.214,0.605,0.181,3,"RT @CNNSitRoom: Former US attorney @PreetBharara says there's ""significant worry"" that President Trump may fire special counsel Robert Muel…"
0.0,Thu Mar 22 22:01:09 +0000 2018,@CNN,0.0,1.0,0.0,3,"The Saudi crown prince bragged about his relationship with Jared Kushner, The Intercept reports… https://t.co/y3oxFiREhM"
-0.296,Thu Mar 22 21:56:05 +0000 2018,@CNN,0.115,0.885,0.0,3,"The Dalai Lama, the globe-trotting Tibetan spiritual leader, will do no more traveling this year, a spokesman said,… https://t.co/Kn86LGi6pF"
-0.4215,Thu Mar 22 21:51:52 +0000 2018,@CNN,0.186,0.724,0.09,3,"RT @CNNSitRoom: ""This is a clear sign that the President is more and more likely to take the unacceptable step of abruptly firing Robert Mu…"
-0.8591,Thu Mar 22 21:51:05 +0000 2018,@CNN,0.373,0.627,0.0,3,"New video of the fatal crash involving a self-driving Uber vehicle in Tempe, Arizona, shows a failure of the expect… https://t.co/2red1nEooR"
-0.5423,Thu Mar 22 21:46:03 +0000 2018,@CNN,0.179,0.821,0.0,3,Why Donald Trump's China tariffs are likely to be a bad thing for him | Analysis by @CillizzaCNN… https://t.co/btdb30prCR
-0.636,Thu Mar 22 21:41:13 +0000 2018,@CNN,0.278,0.615,0.107,3,"This nonprofit helps families battling late-stage cancer by arranging trips -- which they call ""WOW! Experiences"" -… https://t.co/A5UdKrsg8l"
0.0,Thu Mar 22 21:38:14 +0000 2018,@CNN,0.087,0.826,0.087,3,Vanity Fair's decision to put actress Lena Waithe on the magazine's latest cover is being hailed as a watershed mom… https://t.co/fkRabadqwq
-0.8591,Thu Mar 22 21:31:27 +0000 2018,@CNN,0.486,0.514,0.0,3,Why are some violent acts labeled terrorism and others not? https://t.co/Q43ZYKUnEQ
0.0258,Thu Mar 22 21:29:19 +0000 2018,@CNN,0.0,0.932,0.068,3,What's not in the omnibus is what matters most | Analysis by CNN's Gregory Krieg https://t.co/e91KCedggg https://t.co/iFwodhB6BM
-0.5574,Thu Mar 22 21:20:00 +0000 2018,@CNN,0.153,0.847,0.0,3,"Charles Lazarus, who founded Toys ""R"" Us 70 years ago, died Thursday -- a week after the company announced it will… https://t.co/d8Z5zYyr3c"
0.2732,Thu Mar 22 21:18:43 +0000 2018,@CNN,0.0,0.89,0.11,3,"""Well here it is, all 2,232 budget-busting pages."" Sen. Rand Paul is live-tweeting Congress' omnibus spending bill… https://t.co/4PqXGvxC2I"
0.9418,Thu Mar 22 21:12:04 +0000 2018,@CNN,0.0,0.503,0.497,3,"Feel more confident and you'll be more successful. Keep ""confidence logs"" and ""brag books."" Dress for success. Powe… https://t.co/jkUh0or0wc"
-0.7351,Thu Mar 22 21:07:40 +0000 2018,@CNN,0.279,0.721,0.0,3,"Queen Latifah released a statement saying her mother, Rita Owens, has died after a longtime battle with heart disea… https://t.co/TzZLgLrNip"
0.0,Thu Mar 22 20:59:42 +0000 2018,@CNN,0.0,1.0,0.0,3,The massive congressional spending bill that would fund the federal government through September includes a proposa… https://t.co/YMVvlY0ScV
0.0,Thu Mar 22 20:57:26 +0000 2018,@CNN,0.0,1.0,0.0,3,"""This is an American icon that has to be saved"": The billionaire CEO behind Bratz dolls and Little Tike toys is on… https://t.co/fjAiTan1Zl"
-0.2023,Thu Mar 22 20:53:18 +0000 2018,@CNN,0.096,0.904,0.0,3,"Rep. Adam Schiff says he thinks the controversial data firm, Cambridge Analytica, should testify before Congress in… https://t.co/RGikQNEE6E"
0.0,Thu Mar 22 20:47:14 +0000 2018,@CNN,0.071,0.857,0.071,3,"Democratic Rep. Adam Schiff on Trump's legal team shakeups: Republicans need to ""urge the passage of a bill that pr… https://t.co/mYtwLrAXtr"
-0.5574,Thu Mar 22 20:36:06 +0000 2018,@CNN,0.141,0.859,0.0,3,"Charles Lazarus, who founded Toys ""R"" Us 70 years ago, has died -- a week after the company announced it will be fo… https://t.co/luSsxrIZX6"
0.0,Thu Mar 22 20:31:37 +0000 2018,@CNN,0.0,1.0,0.0,3,"Asked what advice he would give to his 25-year-old self, President Trump had this to say: ""Don't run for president.… https://t.co/fVJP2bDGRU"
-0.3182,Thu Mar 22 20:23:11 +0000 2018,@CNN,0.108,0.892,0.0,3,"RT @TheLeadCNN: After John Dowd resigns, @PamelaBrownCNN says the relationship between Donald Trump and his lead lawyer had been ""strained""…"
0.0,Thu Mar 22 20:19:50 +0000 2018,@CNN,0.0,1.0,0.0,3,Facebook dipped 2.7% after CEO Mark Zuckerberg made his first public comments since the Cambridge Analytica scandal… https://t.co/djcYBDqA7Y
-0.7717,Thu Mar 22 20:12:53 +0000 2018,@CNN,0.251,0.749,0.0,3,"The Dow plummeted 724 points, or 2.9%, on fears of a trade war after Trump announced tariffs on about $50 billion w… https://t.co/GSri8z6CTE"
-0.7351,Thu Mar 22 20:08:29 +0000 2018,@CNN,0.34,0.66,0.0,3,Tired of not being able to post your gun pictures? Forget Facebook. There's now Gunbook https://t.co/4OS8FTuL2a https://t.co/i01v8cd8K8
-0.8316,Thu Mar 22 20:04:00 +0000 2018,@CNN,0.317,0.683,0.0,3,"RT @CNNMoney: Dow drops about 723 points, or 2.9%, on trade war fears. It's the 5th largest point drop in history. https://t.co/A9OlUXl3FI"
-0.4215,Thu Mar 22 19:56:10 +0000 2018,@CNN,0.135,0.865,0.0,3,The Dow has plunged more than 600 points so far today as Wall Street worries about a trade war.… https://t.co/3O0fqiaD9N
0.2263,Thu Mar 22 19:48:49 +0000 2018,@CNN,0.076,0.806,0.118,3,"Parkland school shooting survivor Cameron Kasky describes confronting Sen. Marco Rubio in the CNN town hall: ""It wa… https://t.co/0pEgwLjI3Q"
-0.5574,Thu Mar 22 19:36:17 +0000 2018,@CNN,0.146,0.854,0.0,3,"Charles Lazarus, who founded Toys ""R"" Us 70 years ago, died Monday -- a week after the company announced it will be… https://t.co/yuKETC5Crc"
0.3612,Thu Mar 22 19:28:55 +0000 2018,@CNN,0.0,0.872,0.128,3,"""The march is only the beginning"" says Parkland school shooting survivor Cameron Kasky, adding, ""The American peopl… https://t.co/ODZQssVwir"
0.0,Thu Mar 22 19:20:06 +0000 2018,@CNN,0.0,1.0,0.0,3,"25 years ago, Republicans were more educated than Democrats. Now it's the opposite, a new Pew Research survey shows… https://t.co/4OAsB6JcYu"
0.0,Thu Mar 22 19:12:32 +0000 2018,@CNN,0.0,1.0,0.0,3,"What advice would you give to 25-year-old Donald Trump?

Trump: ""Don't run for president"" https://t.co/eGA7xexjHk https://t.co/86V38fyIiu"
-0.34,Thu Mar 22 19:10:09 +0000 2018,@CNN,0.13,0.87,0.0,3,Why the Biden-Trump feud of 2018 might be a preview of 2020 | Analysis by Harry Enten https://t.co/ODi9AAY16J https://t.co/jJ7RHq69i6
0.4019,Thu Mar 22 19:00:18 +0000 2018,@CNN,0.0,0.863,0.137,3,Instagram is answering the wish of many of its users: It will once again prioritize newer content… https://t.co/o2qp4itPoa
-0.765,Thu Mar 22 18:50:08 +0000 2018,@CNN,0.398,0.602,0.0,3,These American companies could lose in a trade war with China https://t.co/MBBPe1p9u2 https://t.co/1O45tsAO96
0.34,Thu Mar 22 18:40:05 +0000 2018,@CNN,0.122,0.676,0.203,3,"Frank Avruch, who was best known for playing Bozo the Clown, died today at the age of 89, according to his manager… https://t.co/58pWx7gRb8"
0.296,Thu Mar 22 18:30:08 +0000 2018,@CNN,0.0,0.901,0.099,3,"Are you a student taking part in Saturday’s March for Our Lives? Share your photos with CNN, along with your name,… https://t.co/ldeoUbNsPq"
0.6369,Thu Mar 22 18:20:10 +0000 2018,@CNN,0.0,0.766,0.234,3,"President Trump says he would still ""like to"" testify before special counsel Robert Mueller, who is investigating a… https://t.co/egUXQ7KfLK"
